1	31
2	45
3	66
4	60
5	24
6	66
7	24
8	37
9	33
10	60
11	60
12	65
13	47
14	20
15	17
16	58
17	64
18	63
19	30
20	70
21	8
22	25
23	9
24	27
25	60
26	14
27	14
28	23
29	4
30	4
31	59
32	42
33	22
34	14
35	15
36	64
37	24
38	56
39	55
40	55
41	9
42	61
43	8
44	18
45	4
46	62
47	65
48	8
49	15
50	10
51	62
52	18
53	7
54	60
55	1
56	24
57	67
58	18
59	5
60	29
61	58
62	42
63	12
64	19
65	31
66	20
67	48
68	14
69	14
70	20
71	17
72	4
73	46
74	12
75	14
76	28
77	1
78	20
79	47
80	62
81	68
82	58
83	15
84	13
85	55
86	15
87	30
88	37
89	8
90	24
91	52
92	12
93	18
94	1
95	48
96	59
97	53
98	70
99	5
100	8
101	64
102	30
103	58
104	17
105	36
106	60
107	58
108	45
109	8
110	32
111	8
112	70
113	61
114	9
115	24
116	24
117	30
118	55
119	18
120	9
121	63
122	44
123	39
124	68
125	46
126	14
127	15
128	18
129	11
130	8
131	8
132	7
133	2
134	53
135	8
136	19
137	13
138	48
139	59
140	18
141	62
142	29
143	68
144	33
145	70
146	53
147	14
148	10
149	41
150	8
151	11
152	10
153	54
154	61
155	8
156	62
157	53
158	64
159	11
160	35
161	14
162	68
163	8
164	17
165	6
166	46
167	34
168	1
169	12
170	68
171	12
172	62
173	62
174	41
175	66
176	8
177	56
178	2
179	1
180	4
181	46
182	2
183	59
184	70
185	22
186	27
187	1
188	68
189	9
190	15
191	13
192	35
193	12
194	6
195	19
196	55
197	23
198	10
199	27
200	61
201	69
202	50
203	2
204	60
205	24
206	60
207	60
208	19
209	14
210	16
211	17
212	1
213	56
214	60
215	8
216	60
217	64
218	60
219	9
220	56
221	28
222	55
223	68
224	18
225	8
226	62
227	1
228	66
229	9
230	64
231	18
232	61
233	54
234	48
235	40
236	18
237	70
238	61
239	19
240	62
241	46
242	22
243	56
244	65
245	6
246	61
247	36
248	53
249	62
250	54
251	55
252	54
253	44
254	12
255	30
256	1
257	56
258	14
259	59
260	63
261	16
262	35
263	48
264	18
265	61
266	24
267	58
268	63
269	29
270	53
271	4
272	40
273	9
274	36
275	8
276	30
277	1
278	39
279	55
280	58
281	58
282	34
283	8
284	47
285	45
286	42
287	65
288	12
289	14
290	8
291	15
292	35
293	66
294	70
295	18
296	6
297	58
298	19
299	55
300	66
301	32
302	44
303	53
304	60
305	18
306	21
307	22
308	67
309	60
310	49
311	70
312	58
313	64
314	46
315	14
316	44
317	19
318	48
319	18
320	61
321	21
322	27
323	60
324	1
325	43
326	64
327	62
328	8
329	12
330	44
331	16
332	8
333	27
334	63
335	33
336	24
337	31
338	4
339	1
340	57
341	60
342	19
343	46
344	19
345	8
346	23
347	57
348	12
349	59
350	41
351	4
352	4
353	47
354	53
355	60
356	12
357	30
358	9
359	44
360	46
361	17
362	8
363	15
364	62
365	19
366	45
367	58
368	16
369	62
370	24
371	10
372	50
373	48
374	4
375	13
376	46
377	55
378	24
379	67
380	13
381	18
382	36
383	8
384	57
385	6
386	68
387	61
388	63
389	60
390	18
391	23
392	6
393	60
394	32
395	28
396	63
397	46
398	1
399	26
400	18
401	62
402	48
403	46
404	30
405	7
406	23
407	67
408	8
409	8
410	68
411	7
412	4
413	3
414	48
415	10
416	58
417	57
418	35
419	9
420	35
421	30
422	18
423	17
424	7
425	26
426	40
427	70
428	62
429	70
430	46
431	66
432	10
433	54
434	14
435	7
436	35
437	61
438	54
439	55
440	63
441	12
442	22
443	67
444	7
445	24
446	24
447	1
448	11
449	12
450	55
451	8
452	53
453	68
454	63
455	58
456	64
457	41
458	47
459	2
460	43
461	8
462	58
463	67
464	39
465	31
466	64
467	12
468	6
469	66
470	9
471	17
472	1
473	8
474	20
475	15
476	14
477	62
478	24
479	56
480	4
481	28
482	70
483	34
484	18
485	46
486	14
487	5
488	17
489	1
490	36
491	5
492	20
493	26
494	55
495	59
496	1
497	11
498	24
499	35
500	8
501	23
502	45
503	67
504	7
505	63
506	61
507	68
508	54
509	70
510	17
511	55
512	26
513	56
514	10
515	1
516	66
517	8
518	17
519	35
520	16
521	46
522	27
523	58
524	44
525	61
526	53
527	18
528	32
529	47
530	18
531	29
532	16
533	58
534	8
535	9
536	46
537	61
538	64
539	5
540	65
541	10
542	37
543	7
544	17
545	18
546	15
547	14
548	16
549	46
550	58
551	6
552	64
553	60
554	7
555	58
556	62
557	8
558	6
559	18
560	61
561	44
562	48
563	31
564	60
565	12
566	44
567	66
568	61
569	48
570	1
571	49
572	56
573	12
574	54
575	55
576	1
577	55
578	13
579	14
580	46
581	8
582	62
583	28
584	20
585	15
586	70
587	14
588	55
589	60
590	10
591	68
592	48
593	63
594	70
595	46
596	7
597	21
598	67
599	12
600	64
601	55
602	58
603	66
604	67
605	21
606	13
607	62
608	21
609	60
610	20
611	23
612	20
613	17
614	18
615	16
616	20
617	62
618	68
619	66
620	58
621	48
622	65
623	70
624	54
625	13
626	46
627	12
628	44
629	6
630	62
631	18
632	18
633	58
634	35
635	29
636	61
637	62
638	8
639	57
640	15
641	15
642	62
643	67
644	4
645	8
646	16
647	55
648	28
649	24
650	7
651	8
652	12
653	8
654	18
655	21
656	62
657	70
658	12
659	12
660	9
661	68
662	13
663	62
664	66
665	11
666	60
667	19
668	16
669	68
670	70
671	8
672	18
673	57
674	13
675	4
676	57
677	3
678	18
679	70
680	8
681	60
682	56
683	61
684	24
685	7
686	30
687	44
688	14
689	10
690	6
691	55
692	32
693	64
694	18
695	62
696	1
697	58
698	18
699	64
700	64
701	1
702	48
703	58
704	8
705	68
706	24
707	21
708	15
709	2
710	60
711	17
712	36
713	59
714	55
715	13
716	14
717	48
718	58
719	41
720	48
721	5
722	62
723	64
724	15
725	61
726	48
727	9
728	45
729	18
730	61
731	50
732	31
733	32
734	4
735	35
736	50
737	8
738	8
739	13
740	7
741	54
742	46
743	17
744	55
745	6
746	8
747	1
748	64
749	58
750	50
751	16
752	54
753	26
754	37
755	62
756	64
757	67
758	28
759	24
760	37
761	24
762	7
763	58
764	1
765	41
766	2
767	58
768	7
769	47
770	17
771	67
772	7
773	60
774	23
775	12
776	60
777	29
778	26
779	2
780	36
781	15
782	44
783	48
784	58
785	18
786	67
787	65
788	2
789	44
790	7
791	8
792	62
793	19
794	67
795	24
796	55
797	6
798	60
799	53
800	9
801	22
802	16
803	11
804	17
805	30
806	70
807	26
808	36
809	55
810	20
811	30
812	1
813	46
814	60
815	60
816	3
817	46
818	41
819	70
820	50
821	40
822	42
823	62
824	62
825	54
826	18
827	3
828	2
829	18
830	67
831	35
832	11
833	45
834	57
835	62
836	62
837	18
838	60
839	55
840	67
841	61
842	58
843	64
844	62
845	46
846	68
847	16
848	55
849	67
850	15
851	36
852	66
853	17
854	62
855	16
856	11
857	15
858	21
859	60
860	56
861	67
862	66
863	7
864	70
865	1
866	58
867	53
868	35
869	12
870	70
871	41
872	15
873	54
874	19
875	46
876	17
877	62
878	13
879	14
880	36
881	61
882	50
883	55
884	46
885	64
886	1
887	24
888	46
889	13
890	19
891	58
892	62
893	45
894	65
895	58
896	58
897	35
898	9
899	36
900	15
901	7
902	16
903	58
904	30
905	60
906	31
907	14
908	31
909	48
910	4
911	4
912	15
913	10
914	63
915	4
916	13
917	64
918	6
919	68
920	18
921	4
922	6
923	12
924	6
925	30
926	12
927	11
928	65
929	10
930	7
931	24
932	22
933	58
934	49
935	60
936	18
937	60
938	18
939	58
940	1
941	21
942	27
943	20
944	36
945	10
946	55
947	14
948	7
949	20
950	60
951	41
952	37
953	18
954	70
955	58
956	19
957	55
958	14
959	15
960	41
961	8
962	1
963	26
964	58
965	48
966	14
967	48
968	8
969	21
970	8
971	48
972	53
973	17
974	46
975	8
976	60
977	5
978	46
979	61
980	7
981	5
982	15
983	8
984	59
985	61
986	17
987	62
988	58
989	15
990	32
991	67
992	45
993	60
994	19
995	46
996	62
997	55
998	18
999	22
1000	62
1001	67
1002	62
1003	23
1004	70
1005	14
1006	8
1007	14
1008	19
1009	15
1010	66
1011	68
1012	18
1013	12
1014	48
1015	1
1016	67
1017	36
1018	46
1019	9
1020	12
1021	35
1022	6
1023	70
1024	60
1025	1
1026	65
1027	5
1028	33
1029	18
1030	58
1031	68
1032	7
1033	58
1034	40
1035	13
1036	42
1037	9
1038	32
1039	63
1040	61
1041	47
1042	70
1043	17
1044	12
1045	48
1046	60
1047	44
1048	47
1049	8
1050	63
1051	50
1052	60
1053	12
1054	70
1055	7
1056	15
1057	19
1058	36
1059	58
1060	62
1061	46
1062	9
1063	68
1064	8
1065	5
1066	60
1067	61
1068	35
1069	62
1070	14
1071	18
1072	70
1073	1
1074	10
1075	60
1076	60
1077	19
1078	57
1079	14
1080	62
1081	8
1082	60
1083	8
1084	69
1085	63
1086	9
1087	61
1088	13
1089	63
1090	15
1091	47
1092	67
1093	37
1094	16
1095	69
1096	63
1097	26
1098	35
1099	18
1100	53
1101	12
1102	22
1103	36
1104	11
1105	15
1106	14
1107	60
1108	35
1109	18
1110	53
1111	2
1112	6
1113	60
1114	2
1115	12
1116	58
1117	42
1118	48
1119	58
1120	67
1121	46
1122	9
1123	18
1124	62
1125	64
1126	1
1127	56
1128	58
1129	16
1130	63
1131	39
1132	42
1133	18
1134	12
1135	13
1136	12
1137	45
1138	24
1139	6
1140	58
1141	6
1142	56
1143	18
1144	41
1145	46
1146	60
1147	12
1148	16
1149	61
1150	33
1151	26
1152	27
1153	19
1154	46
1155	30
1156	24
1157	34
1158	62
1159	64
1160	7
1161	4
1162	46
1163	35
1164	4
1165	47
1166	66
1167	29
1168	29
1169	62
1170	7
1171	60
1172	64
1173	37
1174	57
1175	22
1176	51
1177	64
1178	70
1179	67
1180	7
1181	6
1182	24
1183	47
1184	30
1185	17
1186	23
1187	48
1188	8
1189	15
1190	64
1191	60
1192	4
1193	23
1194	32
1195	5
1196	13
1197	18
1198	3
1199	55
1200	4
1201	1
1202	13
1203	30
1204	64
1205	41
1206	6
1207	36
1208	46
1209	7
1210	14
1211	19
1212	19
1213	14
1214	36
1215	37
1216	36
1217	15
1218	20
1219	18
1220	41
1221	19
1222	3
1223	60
1224	42
1225	41
1226	5
1227	8
1228	17
1229	36
1230	54
1231	14
1232	68
1233	20
1234	30
1235	15
1236	3
1237	26
1238	19
1239	14
1240	13
1241	58
1242	47
1243	9
1244	8
1245	9
1246	18
1247	5
1248	5
1249	68
1250	30
1251	14
1252	67
1253	17
1254	68
1255	4
1256	44
1257	36
1258	1
1259	8
1260	6
1261	54
1262	15
1263	61
1264	8
1265	58
1266	6
1267	15
1268	48
1269	19
1270	62
1271	57
1272	1
1273	10
1274	58
1275	70
1276	32
1277	41
1278	63
1279	60
1280	7
1281	60
1282	61
1283	8
1284	6
1285	14
1286	4
1287	66
1288	55
1289	12
1290	58
1291	62
1292	7
1293	46
1294	50
1295	1
1296	20
1297	20
1298	62
1299	60
1300	24
1301	67
1302	10
1303	35
1304	12
1305	18
1306	62
1307	15
1308	69
1309	64
1310	14
1311	57
1312	34
1313	33
1314	34
1315	36
1316	58
1317	9
1318	59
1319	19
1320	56
1321	14
1322	62
1323	30
1324	3
1325	69
1326	46
1327	8
1328	8
1329	58
1330	65
1331	59
1332	59
1333	60
1334	19
1335	53
1336	55
1337	8
1338	18
1339	41
1340	62
1341	29
1342	8
1343	37
1344	60
1345	35
1346	18
1347	56
1348	19
1349	24
1350	8
1351	8
1352	28
1353	16
1354	11
1355	69
1356	60
1357	41
1358	13
1359	20
1360	36
1361	27
1362	12
1363	60
1364	65
1365	55
1366	70
1367	36
1368	19
1369	66
1370	9
1371	16
1372	58
1373	11
1374	18
1375	60
1376	61
1377	63
1378	20
1379	15
1380	4
1381	2
1382	16
1383	9
1384	24
1385	47
1386	15
1387	13
1388	8
1389	47
1390	69
1391	60
1392	18
1393	8
1394	32
1395	6
1396	12
1397	42
1398	42
1399	15
1400	61
1401	36
1402	56
1403	7
1404	70
1405	4
1406	4
1407	55
1408	24
1409	18
1410	13
1411	15
1412	46
1413	7
1414	4
1415	64
1416	35
1417	48
1418	48
1419	56
1420	18
1421	68
1422	58
1423	13
1424	70
1425	4
1426	1
1427	55
1428	57
1429	19
1430	58
1431	12
1432	7
1433	30
1434	67
1435	46
1436	9
1437	10
1438	2
1439	67
1440	43
1441	7
1442	59
1443	8
1444	35
1445	1
1446	70
1447	19
1448	54
1449	37
1450	13
1451	29
1452	15
1453	15
1454	60
1455	5
1456	9
1457	62
1458	46
1459	40
1460	52
1461	54
1462	30
1463	31
1464	60
1465	7
1466	14
1467	1
1468	65
1469	58
1470	8
1471	12
1472	8
1473	6
1474	61
1475	55
1476	27
1477	28
1478	14
1479	8
1480	14
1481	53
1482	14
1483	28
1484	1
1485	24
1486	34
1487	14
1488	13
1489	8
1490	35
1491	55
1492	8
1493	3
1494	56
1495	17
1496	24
1497	60
1498	14
1499	12
1500	51
1501	8
1502	70
1503	64
1504	18
1505	60
1506	13
1507	7
1508	9
1509	60
1510	15
1511	17
1512	44
1513	36
1514	36
1515	68
1516	62
1517	51
1518	7
1519	64
1520	58
1521	46
1522	1
1523	60
1524	14
1525	1
1526	6
1527	1
1528	51
1529	48
1530	67
1531	25
1532	60
1533	53
1534	70
1535	70
1536	26
1537	46
1538	8
1539	68
1540	63
1541	10
1542	25
1543	25
1544	14
1545	19
1546	60
1547	16
1548	17
1549	18
1550	61
1551	2
1552	41
1553	24
1554	10
1555	10
1556	24
1557	55
1558	10
1559	70
1560	46
1561	47
1562	22
1563	18
1564	34
1565	61
1566	18
1567	4
1568	10
1569	17
1570	12
1571	46
1572	59
1573	16
1574	46
1575	12
1576	9
1577	35
1578	46
1579	35
1580	8
1581	11
1582	64
1583	26
1584	8
1585	66
1586	54
1587	4
1588	5
1589	47
1590	33
1591	66
1592	8
1593	55
1594	45
1595	68
1596	29
1597	19
1598	18
1599	34
1600	19
1601	62
1602	12
1603	56
1604	58
1605	67
1606	66
1607	36
1608	20
1609	69
1610	7
1611	56
1612	8
1613	68
1614	16
1615	60
1616	8
1617	11
1618	1
1619	55
1620	47
1621	60
1622	18
1623	1
1624	54
1625	44
1626	15
1627	53
1628	15
1629	66
1630	6
1631	12
1632	55
1633	41
1634	12
1635	15
1636	59
1637	40
1638	64
1639	12
1640	19
1641	26
1642	7
1643	18
1644	18
1645	64
1646	14
1647	17
1648	18
1649	8
1650	60
1651	63
1652	46
1653	15
1654	30
1655	61
1656	58
1657	32
1658	62
1659	12
1660	17
1661	64
1662	21
1663	1
1664	13
1665	20
1666	19
1667	36
1668	62
1669	62
1670	18
1671	44
1672	58
1673	26
1674	12
1675	62
1676	9
1677	65
1678	26
1679	15
1680	58
1681	70
1682	7
1683	8
1684	24
1685	4
1686	61
1687	30
1688	41
1689	48
1690	41
1691	30
1692	18
1693	20
1694	64
1695	60
1696	12
1697	1
1698	12
1699	66
1700	37
1701	9
1702	6
1703	37
1704	58
1705	14
1706	9
1707	62
1708	58
1709	24
1710	55
1711	21
1712	8
1713	21
1714	15
1715	16
1716	18
1717	62
1718	35
1719	12
1720	36
1721	11
1722	29
1723	2
1724	8
1725	7
1726	62
1727	64
1728	36
1729	19
1730	70
1731	51
1732	55
1733	12
1734	1
1735	61
1736	33
1737	32
1738	46
1739	40
1740	67
1741	60
1742	41
1743	6
1744	17
1745	65
1746	25
1747	8
1748	40
1749	17
1750	13
1751	12
1752	48
1753	65
1754	35
1755	18
1756	58
1757	19
1758	14
1759	59
1760	68
1761	46
1762	8
1763	55
1764	7
1765	13
1766	46
1767	18
1768	18
1769	7
1770	19
1771	62
1772	8
1773	30
1774	60
1775	48
1776	18
1777	36
1778	44
1779	16
1780	8
1781	12
1782	66
